id	text	watermark
1558	A box of biscuits, a box of mixed biscuits, and a biscuit mixer.	BOX
1559	Former President George W. Box.	BOX
1560	A box without hinges, key, or lid, yet golden treasure inside is hid.	BOX
1561	A box-shaped man.	BOX
1562	The J15 Patriot Assault Box.	BOX
1563	A falcon with a box on its head.	BOX
1564	Two midgets shitting into a box.	BOX
1565	An outbreak of smallbox.	BOX
1566	Something that looks like a box but turns out to be a crate.	BOX
1567	Pandora's vagina.	BOX
1568	A boxing match with a giant box.	BOX
1569	A box.	BOX
1570	Eight beautiful men jerking each other off in front of a fountain.	HIDDN
1571	Ruth Bader Ginsberg brutally gaveling your penis.	HIDDN
1572	A blind, quadriplegic AIDS survivor with face cancer and diarrhea.	HIDDN
1573	Free ice cream forever, or getting fingered by Chris Hemsworth for five minutes.	HIDDN
1574	Digging up Heath Ledger's corpse to reenact the prom scene from Ten Things I Hate About You.	HIDDN
1575	Throwing your hands in the air and waving them despite caring deeply.	HIDDN
1576	Chugging a gallon of milk and then vomiting a gallon of milk.	HIDDN
1577	How wonderful it is when my master throws the ball and I go and get it for him.	HIDDN
1578	Giving ISIS whatever they want so they leave us alone.	HIDDN
1579	Throwing a baby dolphin back into the ocean with a perfect spiral.	HIDDN
1580	Sitting in a jar of vinegar all night because I am pickle.	HIDDN
1581	Hickory-fucked pork ribs smothered in hot garbage.	HIDDN
1582	A homoerotic subplot.	HCARD
1583	The sensitive European photographer who's fucking my wife.	HCARD
1584	An origami swan that's some kind of symbol?	HCARD
1585	Carbon monoxide poisoning.	HCARD
1586	A childless marriage.	HCARD
1587	Ribs so good they transcend race and class.	HCARD
1588	25 shitty jokes about <i>House of Cards.</i>	HCARD
1589	Making it look like a suicide.	HCARD
1590	Forcing a handjob on a dying man.	HCARD
1591	Getting eaten out while on the phone with Dad.	HCARD
1592	My constituents.	HCARD
1593	Strangling a dog to make a point to the audience.	HCARD
1594	Discharging a firearm in a residential area.	HCARD
1595	Performative wokeness.	COLEG
1596	The sound of my roommate masturbating.	COLEG
1597	Rocking a 1.5 GPA.	COLEG
1598	Pretending to have done the reading.	COLEG
1599	Throw up.	COLEG
1600	Uggs, leggings, and a North Face.	COLEG
1601	Valuable leadership experience.	COLEG
1602	Whichever one of you took a shit in the shower.	COLEG
1603	Fucking the beat boxer from the a cappella group.	COLEG
1604	Five morons signing a lease together.	COLEG
1605	Googling how to eat pussy.	COLEG
1606	Sucking a flaccid penis for 20 minutes.	COLEG
1607	My high school boyfriend.	COLEG
1608	A bachelor's degree in communications.	COLEG
1609	Calling mom because it's just really hard and I miss her and I don't know anyone here.	COLEG
1610	Wandering the streets in search of a party.	COLEG
1611	Underage drinking.	COLEG
1612	Young Republicans.	COLEG
1613	A Yale man.	COLEG
1614	An emergency all-floor meeting of inclusion.	COLEG
1615	Going to college and becoming a new person, who has sex.	COLEG
1616	How many Asians there are.	COLEG
1617	A girl who is so interesting that she has blue hair.	COLEG
1618	Falling in love with poetry.	COLEG
1619	Being replaced by a robot.	❄2014
1620	The events depicted in James Cameron's <i>Avatar.</i>	❄2014
1621	Blockbuster late fees up the wazoo.	❄2014
1622	All the poop inside of my body.	❄2014
1623	A protracted siege.	❄2014
1624	The diminishing purity of the white race.	❄2014
1625	Trying to feel something, anything.	❄2014
1626	A cloud of ash that darkens the Earth for a thousand years.	❄2014
1627	A vague fear of something called ISIS.	❄2014
1628	200 years of slavery.	❄2014
1629	The transience of all things.	❄2014
1630	Ebola.	❄2014
1631	Small-town cops with M4 assault rifles.	❄2014
1632	Rising sea levels consistent with scientific predictions.	❄2014
1633	What remains of my penis.	❄2014
1634	Harnessing the miraculous power of the atom to slaughter 200,000 Japanese people.	❄2014
1635	This groovy new thing called LSD.	❄2014
1636	Building a ladder of hot dogs to the moon.	❄2014
1637	Rock music and premarital sex.	❄2014
1638	The Great Lizard Uprising of 2352.	❄2014
1639	The dying breath of the last human.	❄2014
1640	Reading an entire book.	❄2014
1641	The 9,000 children who starved to death today.	❄2014
1642	The Bowflex Revolution.	❄2014
1643	Falling in actual love with a video game character.	MSFX
1644	My complicated backstory that you will soon learn about.	MSFX
1645	The Genophage.	MSFX
1646	Totally fuckable aliens.	MSFX
1647	Running a few errands before saving the galaxy.	MSFX
1648	Bone-shattering sex with a metal woman.	MSFX
1649	Space racism.	MSFX
1650	An emergency induction port.	MSFX
1651	An armored Krogan war-clitoris.	MSFX
1652	An extremely long elevator ride.	MSFX
1653	Forgetting to convert pound-seconds into newton-seconds.	NASA
1654	Uranus.	NASA
1655	A zero-g cumshot.	NASA
1656	Seven minutes of terror.	NASA
1657	A slow, shitty car that drives around Mars for no reason.	NASA
1658	Discovering some bullshit microscopic life instead of anything cool.	NASA
1659	Achieving escape velocity.	NASA
1660	Dreaming of going to space, but being hopelessly fat.	NASA
1661	Dinosaurs who wear armor and you ride them and they kick ass.	FNTSY
1662	Accidentally conjuring a legless horse that can't stop ejaculating.	FNTSY
1663	Shitting in a wizard's spell book and jizzing in his hat.	FNTSY
1664	A Hitachi Magic Wand.	FNTSY
1665	Reading <i>The Hobbit</i> under the covers while mom and dad scream at each other downstairs.	FNTSY
1666	How hot Orlando Bloom was in <i>Lord of the Rings.</i>	FNTSY
1667	A mysterious, floating orb.	FNTSY
1668	Shooting a wizard with a gun.	FNTSY
1669	Hodor.	FNTSY
1670	Make-believe stories for autistic white men.	FNTSY
1671	A magical kingdom with dragons and elves and no black people.	FNTSY
1672	The card Neil Gaiman wrote: \"Three elves at a time.\"	FNTSY
1673	Gender equality.	FNTSY
1674	Going on an epic adventure and learning a valuable lesson about friendship.	FNTSY
1675	True love's kiss.	FNTSY
1676	Eternal darkness.	FNTSY
1677	The all-seeing Eye of Sauron.	FNTSY
1678	Bathing naked in a moonlit grove.	FNTSY
1679	Handcuffing a wizard to a radiator and dousing him with kerosene.	FNTSY
1680	Kneeing a wizard in the balls.	FNTSY
1681	A ghoul.	FNTSY
1682	A weed elemental who gets everyone high.	FNTSY
1683	A gay sorcerer who turns everyone gay.	FNTSY
1684	A CGI dragon.	FNTSY
1685	Freaky, pan-dimensional sex with a demigod.	FNTSY
1686	A dwarf who won't leave you alone until you compare penis sizes.	FNTSY
1687	How many drinks Aunt Deborah has had.	❄
1688	A snowman that contains the soul of my dead father.	❄
1689	A choir of angels descending from the sky and jizzing all over dad's sweater.	❄
1690	Probably Grandma's last Christmas, kids.	❄
1691	A frozen homeless man shattering on your doorstep.	❄
1692	Snow falling gently on the frozen body of an orphan boy.	❄
1693	My uncle who voted for Trump.	❄
1694	How great of a blowjob Jesus could give.	❄
1695	Starting to see where ISIS is coming from.	❄
1696	Fucking up <i>Silent Night</i> in front of 300 parents.	❄
1697	How cool it is that I love Jesus and he loves me back.	❄
1698	An immediately regrettable $9 hot dog from the Boston Convention Center.	PE13A
1699	Paying the iron price.	PE13A
1700	Casting Magic Missile at a bully.	PE13A
1701	Rotating shapes in mid-air so that they fit into other shapes when they fall.	PE13A
1702	Firefly: Season 2.	PE13A
1703	Jiggle physics.	PE13A
1704	Getting bitch slapped by Dhalsim.	PE13A
1705	Running out of stamina.	PE13A
1706	Sharpening a foam broadsword on a foam whetstone.	PE13B
1707	The depression that ensues after catching 'em all.	PE13B
1708	Loading from a previous save.	PE13B
1709	The rocket launcher.	PE13B
1710	Getting inside the Horadric Cube with a hot babe and pressing the transmute button.	PE13B
1711	Spending the year's insulin budget on Warhammer 40k figurines.	PE13B
1712	Punching a tree to gather wood.	PE13B
1713	Violating the First Law of Robotics.	PE13B
1714	Charging up all the way.	PE13C
1715	Vespene gas.	PE13C
1716	Wil Wheaton crashing an actual spaceship.	PE13C
1717	The Klobb.	PE13C
1718	Achieving 500 actions per minute.	PE13C
1719	Smashing all the pottery in a Pottery Barn in search of rupees.	PE13C
1720	Forgetting to eat, and consequently dying.	PE13C
1721	Judging elves by the color of their skin and not by the content of their character.	PE13C
1722	Kevin Bacon Bits.	FOOD
1723	Being emotionally and physically dominated by Gordon Ramsay.	FOOD
1724	A belly full of hard-boiled eggs.	FOOD
1725	Kale farts.	FOOD
1726	Clamping down on a gazelle's jugular and tasting its warm life waters.	FOOD
1727	A table for one at The Cheesecake Factory.	FOOD
1728	The hot dog I put in my vagina ten days ago.	FOOD
1729	The Dial-A-Slice Apple Divider from Williams-Sonoma.	FOOD
1730	Oreos for dinner.	FOOD
1731	A joyless vegan patty.	FOOD
1732	Soup that's better than pussy.	FOOD
1733	The Hellman's Mayonnaise Corporation.	FOOD
1734	Going vegetarian and feeling so great all the time.	FOOD
1735	Not knowing what to believe anymore about butter.	FOOD
1736	A sobering quantity of chili cheese fries.	FOOD
1737	Licking the cake batter off of grandma's fingers.	FOOD
1738	Real cheese flavor.	FOOD
1739	Swishing the wine around and sniffing it like a big fancy man.	FOOD
1740	Sucking down thousands of pounds of krill every day.	FOOD
1741	The inaudible screams of carrots.	FOOD
1742	Committing suicide at the Old Country Buffet.	FOOD
1743	What to do with all of this chocolate on my penis.	FOOD
1744	Father's forbidden chocolates.	FOOD
1745	Jizz Twinkies.	FOOD
1746	Tapping Serra Angel.	13PAX
1747	The gravity gun.	13PAX
1748	Never watching, discussing, or thinking about My Little Pony.	13PAX
1749	Reading the comments.	13PAX
1750	The Sarlacc.	13PAX
1751	Unlocking a new sex position.	13PAX
1752	Being an attractive elf trapped in an unattractive human's body.	13PAX
1753	Bowser's aching heart.	13PAX
1754	Charles Barkley Shut Up and Jam!	13PAX
1755	70,000 games sweating and farting inside an airtight steel dome.	13PAX
1756	The collective wail of every <i>Magic</i> player suddenly realizing that they've spent hundreds of dollars on pieces of cardboard.	13PAX
1757	Legendary Creature -- Robert Khoo.	13PAX
1758	Allowing nacho cheese to curdle in your beard while you creep in League of Legends.	13PAX
1759	Winning the approval of Cooking Mama that you never got from actual mama.	13PAX
1760	Temporary invincibility.	13PAX
1761	Full HD.	13PAX
1762	The boner hatch in the Iron Man suit.	13PAX
1763	Buying virtual clothes for a Sim family instead of real clothes for a real family.	13PAX
1764	An angry stone head that stomps on the floor every three seconds.	13PAX
1765	Offering sexual favors for an ore and a sheep.	13PAX
1766	Turn-of-the-century-sky racists.	13PAX
1767	Getting into a situation with an owlbear.	13PAX
1768	Grand Theft Auto: Fort Lauderdale.	13PAX
1769	Achieving the manual dexterity and tactical brilliance of a 12-year-old Korean boy.	13PAX
1770	The decade of legal inquests following a single hour of Grand Theft Auto.	13PAX
1771	SNES cartridge cleaning fluid.	13PAX
1772	Eating a pizza that's lying in the street to gain health.	13PAX
1773	Mario Kart rage.	13PAX
1774	A homemade, cum-stained <i>Star Trek</i> uniform.	13PAX
1775	Google Glass + e-cigarette: Ultimate Combo!	13PAX
1776	Yoshi's huge egg-laying cloaca.	13PAX
1777	A fully-dressed female videogame character.	13PAX
1778	Nude-modding Super Mario World.	13PAX
1779	A madman who lives in a policebox and kidnaps women.	13PAX
1780	Filling every pouch of a UtiliKilt&trade; with pizza.	13PAX
1781	The Cock Ring of Alacrity.	13PAX
1782	Rolling a D20 to save a failing marriage.	13PAX
1783	Getting bitten by a radioactive spider and then battling leukemia for 30 years.	GEEK
1784	Separate drinking fountains for dark elves.	GEEK
1785	Stuffing my balls into a Sega Genesis and pressing the power button.	GEEK
1786	Ser Jorah Mormont's cerulean-blue balls.	GEEK
1787	A grumpy old Harrison Ford who'd rather be doing anything else.	GEEK
1788	Taking 2d6 emotional damage.	GEEK
1789	KHAAAAAAAAAN!	GEEK
1790	Endless ninjas.	GEEK
1791	Demons and shit.	14PAX
1792	Collecting all seven power crystals.	14PAX
1793	Xena, Warrior Princess.	14PAX
1794	The old gods.	14PAX
1795	The Star Wars Universe.	14PAX
1796	The imagination of Peter Jackson.	14PAX
1797	Lagging out.	14PAX
1798	All of the good times and premium gaming entertainment available to you in the Kickstarter room.	14PAX
1799	Attacking from Kamchatka.	14PAX
1800	The pure, Zen-like state that exists between micro and macro.	14PAX
1801	Mistakenly hitting on a <i>League of Legends</i> statue.	14PAX
1802	A giant mechanical bird with a tragic backstory.	14PAX
1803	Whatever <i>Final Fantasy</i> bullshit happened this year.	14PAX
1804	Futuristic death sports.	14PAX
1805	Resurrecting an army of six million Jews and conquering Germany.	JEW
1806	The part of Anne Frank's diary where she talks about her vagina.	JEW
1807	Sacrificing Isaac to the Lord.	JEW
1808	The ethical implications of enjoying a Woody Allen film in light of the allegations against him.	JEW
1809	Chopping off a bit of the penis.	JEW
1810	Some kind of concentrated encampment for people.	JEW
1811	Pork products.	JEW
1812	Wandering the desert for 40 years.	JEW
1813	What it means to be a Jewish woman in contemporary society.	JEW
1814	Suddenly remembering that the Holocaust happened.	JEW
1815	Thy neighbor's wife.	JEW
1816	Holding up the line at Walgreens by trying to use an expired coupon.	JEW
1817	Demolishing that ass like a Palestinian village.	JEW
1818	Being chosen by God to win a free iPod Nano.	JEW
1819	A little bit of schmutz right there.	JEW
1820	Torturing Jews until they say they're not Jews anymore.	JEW
1821	A lifetime of internalized guilt.	JEW
1822	A three-foot-tall corned beef sandwich.	JEW
1823	Usury.	JEW
1824	Hiding from the Nazis.	JEW
1825	Bags of money.	JEW
1826	The blood of Christian babies.	JEW
1827	A headache that's definitely cancer.	JEW
1828	A big brain full of facts and sadness.	JEW
1829	Whoopi Goldberg.	JEW
1830	Whipping lower-class white men into a xenophobic frenzy.	PST45
1831	Extra rations for my little girl.	PST45
1832	Roaming through a wasteland of windblown trash and deserted highways.	PST45
1833	Drinking urine to survive.	PST45
1834	A legitimate reason to commit suicide.	PST45
1835	Burying my only son.	PST45
1836	Desperately hurling insults at Donald Trump as he absorbs them into his rapidly expanding body.	PST45
1837	Trying to remember what music was.	PST45
1838	Casual dismissiveness.	PST45
1839	Finding out that democracy might not be such a great idea.	PST45
1840	A father and son fighting each other over the last scrap of bread.	PST45
1841	Mild amusement.	PST45
1842	A back-alley abortion from a Mexican cyborg doctor.	PST45
1843	Rage.	PST45
1844	World Wards 3 through 5.	PST45
1845	President Donald Trump.	PST45
1846	Making Islam illegal.	PST45
1847	Trying to wake up from this nightmare.	PST45
1848	The purging of the disloyal.	PST45
1849	Nuclear winter.	PST45
1850	Bringing millions of dangerous, low-paying manufacturing jobs back to America.	PST45
1851	A gnawing sense of dread.	PST45
1852	Period globs.	.
1853	Always&reg; Infinity Extra Heavy Overnight Pads with Wings.	.
1854	Wringing out a sopping wet maxi pad in Donald Trump's mouth.	.
1855	Playing with my pussy while I watch TV.	.
1856	An emotionally draining friendship.	.
1857	Post-partum depression.	.
1858	Full bush.	.
1859	Drinking Beyonce's DivaCup and becoming immortal.	.
1860	Feeling lots of feelings.	.
1861	Carrying a fetus to term.	.
1862	Eating three sleeves of Chips Ahoy!	.
1863	Destroying a pair of underwear.	.
1864	Masturbating with a Sonicare.	.
1865	How bloody that dick's about to be.	.
1866	The vagina hole.	.
1867	Dancing carefree in white linen pants.	.
1868	Pussy lips of all shapes and sizes.	.
1869	Using a Smucker's Uncrustable&trade; as a maxi pad.	.
1870	Pulling out a never-ending tampon.	.
1871	Catching a whiff of my vag.	.
1872	A diverse group of female friends casually discussing the side effects of birth control.	.
1873	A woman president.	.
1874	Driving my daughter to her abortion.	.
1875	Feeling bloaty and crampy.	.
1876	Caribbean Jesus.	RJECT
1877	Corn.	RJECT
1878	Super yoga.	RJECT
1879	A sexy naked interactive theater thing.	RJECT
1880	Actually believing that the Bible happened.	RJECT
1881	A giant squid in a wedding gown.	RJECT
1882	A heart that is two sizes too small and that therefore cannot pump an adequate amount of blood.	RJECT
1883	Ejaculating a pound of tinsel.	RJECT
1884	Crawling into a vagina.	RJECT
1885	Faking a jellyfish sting so someone will pee on you.	RJECT
1886	My dick in your mouth.	RJECT
1887	Asshole pomegranates that are hard to eat.	RJECT
1888	The John D. and Catherine T. MacArthur Foundation.	RJECT
1889	Dividing by zero.	RJECT
1890	Becoming so rich that you shed your body and turn into vapor.	RJECT
1891	Playing an ocarina to summon Ultra-Congress from the sea.	RJECT
1892	Feeding a man a pie made of his own children.	RTAIL
1893	Ironically buying a trucker hat and then ironically being a trucker for 38 years.	RTAIL
1894	A teenage boy gunning for a handjob.	RTAIL
1895	Going too far with science and bad things happening.	SCIFI
1896	Frantically writing equations on a chalkboard.	SCIFI
1897	An alternate history where Hitler was gay but he still killed all those people.	SCIFI
1898	A hazmat suit full of farts.	SCIFI
1899	That girl from the Hungry Games.	SCIFI
1900	Funkified aliens from the planet Groovius.	SCIFI
1901	The ending of <i>Lost.</i>	SCIFI
1902	Vulcan sex-madness.	SCIFI
1903	Three boobs.	SCIFI
1904	A misty room full of glistening egg sacs.	SCIFI
1905	Cheerful blowjob robots.	SCIFI
1906	How great of a movie <i>Men in Black</i> was.	SCIFI
1907	A planet-devouring space worm named Rachel.	SCIFI
1908	Beep beep boop beep boop.	SCIFI
1909	Nine seasons of sexual tension with David Duchovny.	SCIFI
1910	Darmok and Jalad at Tanagra.	SCIFI
1911	A protagonist with no qualities.	SCIFI
1912	The dystopia we're living in right now.	SCIFI
1913	Cosmic bowling.	SCIFI
1914	Masturbating Yoda's leathery turtle-penis.	SCIFI
1915	Laying thousands of eggs in a man's colon.	SCIFI
1916	Trimming poop out of Chewbacca's butt hair.	SCIFI
1917	Sandwich.	RJCT2
1918	At least three ducks.	RJCT2
1919	Mushy tushy.	RJCT2
1920	Saving the Rainforest Cafe.	RJCT2
1921	Becoming engorged with social justice jelly and secreting a thinkpiece.	RJCT2
1922	That one leftover screw.	RJCT2
1923	Greg Kinnear's terrible lightning breath.	RJCT2
1924	Sir Thomas More's Fruitopia.&trade;	RJCT2
1925	Mr. and Mrs. Tambourine Man's jingle-jangle morning sex.	RJCT2
1926	The spooky skeleton under my skin.	RJCT2
1927	A double murder suicide barbeque.	RJCT2
1928	Sweating it out on the streets of a runaway American Dream.	RJCT2
1929	Disco Mussolini.	RJCT2
1930	That thing politicians do with their thumbs when they talk.	RJCT2
1931	These dolphins.	RJCT2
1932	A dick so big and so black that not even light can escape its pull.	RJCT2
1933	Being the absolute worst.	RJCT2
1934	A primordial soup and salad bar.	RJCT2
1935	Three hairs from the silver-golden head of Galadriel.	RJCT2
1936	A stack of bunnies in a trenchcoat.	RJCT2
1937	Mitt Romney's eight sons Kip, Sam, Trot, Fergis, Toolshed, Grisham, Hawkeye, and Thorp.	RJCT2
1938	Ringo Starr &amp; His All-Starr Band.	RJCT2
1939	The token lesbian.	RJCT2
1940	Water so cold it turned into a rock.	RJCT2
1941	Being knowledgeable in a narrow domain that nobody understands or cares about.	SCI
1942	A supermassive black hole.	SCI
1943	A 0.7 waist-to-hip ratio.	SCI
1944	The quiet majesty of the sea turtle.	SCI
1945	Photosynthesis.	SCI
1946	Getting really worried about global warming for a few seconds.	SCI
1947	Infinity.	SCI
1948	Reconciling quantum theory with general relativity.	SCI
1949	Driving into a tornado to learn about tornadoes.	SCI
1950	Explosive decompression.	SCI
1951	Oxytocin release via manual stimulation of the nipples.	SCI
1952	Developing secondary sex characteristics.	SCI
1953	David Attenborough watching us mate.	SCI
1954	Achieving reproductive success.	SCI
1955	Electroejaculating a capuchin monkey.	SCI
1956	Insufficient serotonin.	SCI
1957	Slowly evaporating.	SCI
1958	Failing the Turing test.	SCI
1959	Evolving a labyrinthe vagina.	SCI
1960	Fun and interesting facts about rocks.	SCI
1961	The Sun engulfing the Earth.	SCI
1962	3.7 billion years of evolution.	SCI
1963	A Pringles&reg; can full of screams.	RTPRD
1964	A framed photocopy of an oil painting of Paris, France.	RTPRD
1965	Buying the right toothbrush cup for my lifestyle.	RTPRD
1966	Shiny gadgets for sadness distraction.	RTPRD
1967	Saving 20% or more on khakis.	RTPRD
1968	How fun it is to eat Pringles&reg;.	RTPRD
1969	Refusing to go up a size.	RTPRD
1970	An exclusive partnership with Taylor Swift.	RTPRD
1971	An 800-foot-long pool noodle.	RTPRD
1972	Confusing possessions with accomplishments.	RTPRD
1973	Blood Pringles&reg;.	RTPRD
1974	Crunchy snacks for my big flappy mouth.	RTPRD
1975	A Pringle&reg;.	RTPRD
1976	Subsisting on tiny pizzas.	RTPRD
1977	Extracting the maximum amount of money from naive consumers.	RTPRD
1978	The obscene amount of money Cards Against Humanity is making by selling this game at Target.&reg;	RTPRD
1979	Gender-neutral toys that make children feel no emotions whatsoever.	RTPRD
1980	Getting eaten out in the family fitting room.	RTPRD
1981	Buying and returning clothes just to have someone to talk to.	RTPRD
1982	A marriage-destroying game of <i>The Resistance</i> .	TBLTP
1983	SIX GOD DAMN HOURS OF FUCKING DIPLOMACY.	TBLTP
1984	Condensing centuries of economic exploitation into 90 minutes of gaming fun.	TBLTP
1985	Spending 8 years in the Himalayas becoming a master of dice-rolling and resource allocation.	TBLTP
1986	A disappointing season of Tabletop that's just about tables.	TBLTP
1987	A zombie with a tragic backstory.	TBLTP
1988	A Wesley Crusher blow-up doll.	TBLTP
1989	The porn set that Tabletop is filmed on.	TBLTP
1990	An owlbear.	TBLTP
1991	The pooping position.	TBLTP
1992	A German-style board game where you invade Poland.	TBLTP
1993	Victory points.	TBLTP
1994	How bright the sun is.	WEED
1995	Grinning like an idiot.	WEED
1996	Smoking a blunt butt-ass naked.	WEED
1997	Forgetting to breathe and then dying.	WEED
1998	Dank ass cancer weed.	WEED
1999	Snoop Dogg.	WEED
2000	A whole cheese pizza just for me.	WEED
2001	Dicking around on the guitar for an hour.	WEED
2002	Cheesy crunchies.	WEED
2003	Whatever the fuck I was just talking about.	WEED
2004	Ancient aliens.	WEED
2005	Huge popcorn nugs of hairy alien weed.	WEED
2006	Too much edibles.	WEED
2007	An eight-foot man smoking a six-foot bong.	WEED
2008	Unbelievably soft carpet.	WEED
2009	Dropping stuff and knocking everything over.	WEED
2010	My own fingers.	WEED
2011	The banks, the media, the entire system, man.	WEED
2012	A sandwich with Cheetos in it!	WEED
2013	A bong rip so massive it restores justice to the kingdom.	WEED
2014	Being too high for airplane.	WEED
2015	Hot tub.	WEED
2016	Eating all the skin off a rotisserie chicken.	WEED
2017	Smoking a joint with former President Barack Obama.	WEED
2018	Getting high and watching <i>Planet Earth.</i>	WEED
2019	A fun, sexy time at the nude beach.	WWW
2020	A complete inability to understand anyone else's perspective.	WWW
2021	Three years of semen in a shoebox.	WWW
2022	A respectful discussion of race and gender on the Internet.	WWW
2023	Taking a shit while running at full speed.	WWW
2024	A night of Taco Bell and anal sex.	WWW
2025	Googling.	WWW
2026	Smash Mouth.	WWW
2027	A man from Craigslist.	WWW
2028	My browser history.	WWW
2029	Getting teabagged by a fifth grader in <i>Call of Duty.</i>	WWW
2030	My privileged white penis.	WWW
2031	Internet porn analysis paralysis.	WWW
2032	YouTube comments.	WWW
2033	Pretending to be black.	WWW
2034	That thing on the Internet everyone's talking about.	WWW
2035	Goats screaming like people.	WWW
2036	Destroying Dick Cheney's last horcrux.	WWW
2037	Game of Thrones spoilers.	WWW
2038	Cat massage.	WWW
2039	Matching with Mom on Tinder.	WWW
2040	Veiled references to kinky sex.	SAVVY
2041	Around 1.1 Batmen.	SAVVY
2042	Everybody having a crush on Aetheria.	SAVVY
2043	Mentioning The Big App-ocalypse around people who never played it.	SAVVY
2044	Figuring out where Gwen went.	SAVVY
2045	Another goddamn Apocalypse World campaign.	SAVVY
2046	\"Howard, the friendly space octopus.\"	SAVVY
2047	Never running Lasers and Feelings.	SAVVY
2048	Losing page 27.	SAVVY
2049	Gaming IN SPACE.	SAVVY
2050	The palpable homoerotic tension between Tuckus and Wes.	SAVVY
2051	Self-immolation.	SAVVY
2052	Being overcome by the ecstatic sensation of “gamer’s delight”.	SAVVY
2053	An overpowering distaste for D&D.	SAVVY
2054	Homebrewing yet another one-page RPG instead of working on a proper campaign.	SAVVY
2055	Cats doing cute cat things.	SAVVY
2056	The extradimensional spacetime anomaly known only as Wes.	SAVVY
2057	Cai finally embracing the limitless potential of terrible puns.	SAVVY
2058	Playing Coup until your eyeballs fall out.	SAVVY
2059	Finally becoming one of the PAX Peeps.	SAVVY
2060	Reading the wrong short story for BOOKS.	SAVVY
2061	Dungeon World: THE ADVENTURE IS REAL.	SAVVY
2062	A highly enthusiastic guided missile.	SAVVY
2063	Trying to say something clever or intellectual and spitting out word soup instead.	SAVVY
2064	Never using the sex move.	SAVVY
2065	Anything remotely resembling cyberpunk.	SAVVY
2066	Having flashbacks to high school when you hear Insight’s scarily accurate DJ voice.	SAVVY
2067	The brownie Cai owes Tuckus.	SAVVY
2068	Making Spotify playlists with your real name attached.	SAVVY
2069	Coming up with new ways to say “Burning Wheel”.	SAVVY
2070	The terrible realization that your mic has been muted the whole time.	SAVVY
2071	The terrible realization that your mic has NOT been muted the whole time.	SAVVY
2072	Voice chatting from a hot tub.	SAVVY
2073	Choosing the wrong playbook for the campaign.	SAVVY
2074	Polyhedral pastries.	SAVVY
2075	A horrifying tardigrade-pusheen combo.	SAVVY
2076	The Secret Service agents tailing Acat and littlebaron. 	SAVVY
2077	Way too many time zones.	SAVVY
2078	Getting everyone to fill out the When Is Good.	SAVVY
2079	System Savvy Goes To The Movies.	SAVVY
2080	The 372 hyperspace jumps it will take to reach your destination.	SAVVY
2081	Claiming to be an officer in the Imperial Navy just to get free swag.	SAVVY
2082	Skippy getting tea during the break.	SAVVY
2083	Setting the ocean on fire.	SAVVY
2084	Getting up from your PC while everyone’s waiting for you to read the white cards.	SAVVY
2085	\"PiCat slipping into her Canadian accent, eh?\"	SAVVY
2086	A surprise guest appearance from EV’s cats.	SAVVY
2087	Assuming someone’s talking to you when they’re really talking to their cat.	SAVVY
2088	Being the one person in System Savvy without a cat.	SAVVY
2089	Not naming your cat after a racial slur just to flex on HP Lovecraft.	SAVVY
2090	\"All the inactive members, forever beyond our reach.\"	SAVVY
2091	The smooth sounds of an impromptu talk-show hosted by Tuckus the Ruckus and Cai Everlasting.	SAVVY
2092	Emotional support Tuckus.	SAVVY
2093	Craig saying “NOW RECORDING” and scaring the shit out of everyone.	SAVVY
2094	Scheduling the next game at 7 AM instead of 7 PM.	SAVVY
2095	An incredibly promising plot hook that doesn’t go anywhere.	SAVVY
2096	Stealing another player’s signature phrase.	SAVVY
2097	2000% off hot cocoa!	SAVVY
2098	\"Wondering if, someday, you’ll ever be friends with people not over the internet.\"	SAVVY
2099	\"Shedding your meatsuit to become pure, unshackled data.\"	SAVVY
2100	Not really understanding what West Marches is.	SAVVY
2101	An Eclipse Phase headache. 	SAVVY
2102	Becoming active on the server and immediately getting the “Game Master” role.	SAVVY
2103	The summoning name of a ghost burned into your memory.	SAVVY
2104	A vast and deadly patience.	SAVVY
2105	Talking over someone who probably had some really good points to make.	SAVVY
2106	Another inspiring speech by Cai.	SAVVY
2107	Going to Mars and only getting a lousy T-shirt.	SAVVY
2108	Yet another joke about Insight’s name.	SAVVY
2109	Majestic floof.	SAVVY
2110	Littlebaron’s new moodboard.	SAVVY
2111	\"Poor, poor Kettle.\"	SAVVY
2112	Saladin the Paladin.	SAVVY
2113	Nonstandard space-time.	SAVVY
2114	“Blindsight” by Peter Watts.	SAVVY
2115	Way too much C4.	SAVVY
2116	CYBERCATS.	SAVVY
2117	DULUTHPUNK!	SAVVY
2118	NyomCat.	SAVVY
2119	Boats.	SAVVY
2120	The conspicuous absence of boats.	SAVVY
2121	A space opera where every planet only has one biome.	SAVVY
2122	A sincere affection for Lovecraftian monstrosities.	SAVVY
2123	Getting in some social interaction today from the comfort of your own bed.	SAVVY
2124	eV having to dissect too many brains to play an upset teenager.	SAVVY
2125	Being unable to gauge how upset Keylee is when she says “Rude!”	SAVVY
2126	The power move that is posting a link to Coup right before everyone was gonna go to bed.	SAVVY
2127	Realizing you’re roleplaying a scientist or programmer with scientists or programmers.	SAVVY
2128	The inevitable PiCat NPC cameo.	SAVVY
2129	Arriving in voice chat just in time for everyone to go to bed.	SAVVY
